X,Y,Z,M
28.252938,3.567255,-10.45,3.862748584
28.264301,3.566907,-9.23,3.100525787
28.413318,3.369813,-8.582,2.895500457
28.279389,3.552326,-9.934,2.574040495
28.264045,3.561486,-9.464,2.888921937
28.259537,3.56748,-8.044,3.088927208
28.258212,3.565131,-9.378,3.674207613
28.272282,3.532939,-7.955,2.928737052
28.284852,3.536557,-11.647,2.539811048
28.270096,3.535071,-10.176,2.747912783
28.260423,3.563278,-9.641,2.423765222
28.257713,3.563957,-10.521,2.522629197
28.261506,3.544553,-8.287,2.492255341
28.271229,3.562034,-8.678,3.447414902
28.26959,3.563598,-8.714,3.012935181
28.266875,3.558778,-9.32,3.094102615
28.272081,3.561055,-6.954,2.925400179
28.261482,3.5483,-9.053,3.481291419
28.355553,3.422098,-6.628,2.529081336
28.282976,3.541343,-9.842,2.587446905
28.270236,3.564252,-8.729,2.926920395
28.263539,3.544635,-9.971,2.875614453
28.253974,3.530544,-8.322,2.685624816
28.276934,3.559522,-9.974,2.721555173
28.261163,3.577883,-9.949,3.431404412
28.256507,3.568004,-9.456,2.805683844
28.284498,3.536905,-8.196,2.388448747
28.273434,3.532757,-9.455,2.478853029
28.344287,3.397013,-6.708,2.834158346
28.280906,3.543855,-8.645,2.599944204
28.285844,3.540088,-9.693,2.512784978
28.259495,3.544846,-11.342,2.47917659
28.254331,3.568522,-8.701,2.935685882
28.285916,3.546365,-9.239,2.547116019
28.257525,3.56859,-8.29,2.710975518
28.277929,3.541241,-10.723,2.815170942
28.268049,3.564905,-8.575,3.10011889
28.268652,3.566365,-7.408,3.215083375
28.28765,3.547347,-6.692,3.060865619
28.264434,3.565214,-9.227,2.792189897
28.265041,3.564698,-7.908,3.480862073
28.264279,3.561411,-8.833,3.6403045
28.264756,3.563851,-9.068,3.387750991
28.28657,3.569696,-5.741,2.865493713
28.265595,3.540633,-9.118,3.011171066
28.262334,3.567709,-6.946,3.137039322
28.258758,3.566511,-8.779,3.150590109
28.259687,3.568555,-8.487,2.798709662
28.260205,3.569081,-7.707,3.019246063
28.281492,3.541896,-9.398,2.862093055
28.265357,3.564802,-8.834,3.707047966
28.266071,3.565649,-8.796,2.899913572
28.266685,3.568629,-9.287,2.935571799
28.265356,3.561347,-8.421,3.064781483
28.361927,3.610371,-8.93,2.893300842
28.254355,3.533934,-8.333,3.302183448
28.3596,3.618282,-8.747,3.146664156
28.284522,3.53505,-8.644,2.69911968
28.265963,3.56823,-8.289,3.167860474
28.256862,3.56814,-9.751,3.693378788
28.257462,3.566831,-9.066,2.92536328
28.263778,3.564436,-8.284,2.616369016
28.263474,3.569641,-8.833,2.839530517
28.268677,3.565309,-8.23,2.989478792
28.265552,3.560684,-9.214,3.469826049
28.259679,3.5693,-8.763,2.666388007
28.362374,3.621394,-8.69,2.838841139
28.25697,3.565027,-10.087,3.681153529
28.376236,3.541116,-8.892,2.699752433
28.265816,3.562575,-8.758,2.597793049
28.260465,3.570062,-8.033,2.684381129
28.254978,3.563754,-8.858,2.73346563
28.265551,3.562072,-8.469,2.586156015
28.255654,3.564731,-9.318,2.693979955
28.271423,3.558531,-8.738,3.661976495
28.26543,3.560792,-9.047,2.619481891
28.259216,3.570248,-7.648,2.385821437
28.266321,3.567362,-8.389,2.496944374
28.257397,3.56525,-8.914,2.930144962
28.257486,3.567235,-9.104,2.747825092
28.257674,3.564128,-9.516,2.556969175
28.359375,3.311284,-6.691,3.161519681
28.256856,3.560168,-7.628,2.60933712
28.258842,3.568239,-9.259,2.98612126
28.265258,3.56487,-8.49,2.578889579
28.264801,3.563599,-9.183,3.937233634
28.412946,3.379718,-8.696,2.419046783
28.257059,3.569366,-7.89,2.268990645
28.251584,3.569345,-11.306,2.524581682
28.266308,3.55206,-11.459,2.437453585
28.25785,3.565699,-8.998,2.524355587
28.380455,3.544148,-11.318,3.220157187
28.258508,3.568575,-9.949,2.851567029
28.412586,3.364687,-9.596,2.73988413
28.258221,3.570139,-8.41,2.695507511
28.246213,3.595559,-9.872,2.508926874
28.258767,3.571918,-9.054,2.280585904
28.259056,3.568957,-8.083,2.478593831
28.432045,3.37666,-3.872,2.733305302
28.366486,3.380523,-9.048,2.937980355
28.256574,3.566685,-7.945,2.764645909
28.269029,3.575709,-5.139,2.571635254
28.358643,3.438429,-11.005,3.619809707
28.253231,3.570177,-8.863,2.510195917
28.260457,3.556904,-9.604,2.729075479
28.259442,3.570104,-9.245,2.363737843
28.254861,3.567958,-10.362,2.657588263
28.265419,3.532808,-9.608,3.063749008
28.281618,3.54547,-9.701,2.743663447
28.259292,3.54826,-9.47,3.15954105
28.254742,3.564123,-10.091,2.632405327
28.26453,3.563879,-8.841,2.858041907
28.257393,3.568322,-8.113,2.484840391
28.257492,3.568829,-8.556,2.538232431
28.257681,3.537505,-8.072,2.756731805
28.261387,3.562877,-8.511,3.42315574
28.390058,3.598387,-6.926,2.899729522
28.280047,3.541035,-8.297,3.155589009
28.269102,3.567093,-7.468,3.145561996
28.259478,3.568897,-8.308,2.990026021
28.254749,3.567067,-9.196,2.805247962
28.274837,3.568418,-6.69,2.637303933
28.355674,3.405524,-5.249,3.025109976
28.360654,3.612684,-9.743,4.839580437
28.36871,3.612142,-9.101,3.3795744
28.367474,3.606783,-8.862,3.832295292
28.366455,3.608899,-6.802,3.769758726
28.355719,3.611646,-8.113,3.247569153
28.35724,3.611126,-8.572,2.682947929
28.365014,3.606981,-8.358,3.638003445
28.372595,3.607515,-8.767,3.074431761
28.370462,3.608468,-9.106,4.144290184
28.256083,3.565931,-9.164,2.724297241
28.379366,3.61348,-8.71,2.608519053
28.366973,3.607662,-7.261,2.933996749
28.351949,3.609289,-8.427,2.973054595
28.362914,3.55,-10.6,2.813163193
28.358591,3.609957,-7.621,2.614960084
28.370809,3.601138,-7.592,2.667499317
28.369462,3.607225,-6.646,2.5278732
28.27278,3.561282,-8.831,2.55483569
28.359637,3.609235,-8.282,2.976939703
28.257141,3.566659,-8.384,2.480521101
28.277936,3.537982,-8.667,2.565481344
28.381303,3.548302,-8.074,2.588974913
28.271226,3.534079,-8.019,2.507950644
28.278362,3.538972,-8.826,3.27067988
28.278403,3.538329,-8.932,2.639653475
28.277214,3.538396,-9.083,2.674208676
28.262972,3.57098,-9.049,2.192375779
28.275777,3.537642,-8.606,2.614769499
28.266304,3.560584,-8.334,2.565777739
28.355437,3.609529,-7.028,2.693625728
28.257456,3.568244,-8.821,3.372696424
28.360783,3.597075,-5.851,2.374703481
28.265143,3.562629,-8.753,2.318032736
28.365344,3.614544,-7.652,2.760595652
28.364061,3.617581,-8.024,2.287534076
28.365409,3.61459,-7.773,2.746736146
28.364838,3.616736,-7.192,2.49597658
28.351942,3.610509,-9.142,2.682750711
28.369851,3.489061,-8.512,2.915847421
28.399623,3.346046,-7.369,3.131857217
28.396006,3.427787,-6.214,2.758874981
28.348609,3.390823,-7.143,2.757508726
28.275658,3.537323,-7.6,3.869664611
28.277585,3.537721,-9.268,3.743531762
28.278605,3.536621,-8.684,3.432140403
28.275593,3.5354,-9.921,3.047879716
28.277213,3.540493,-8.709,3.322920483
28.271212,3.558779,-8.256,2.8640742
28.281444,3.538856,-10.865,3.519426597
28.271367,3.542231,-9.386,3.021358185
28.284076,3.542262,-8.696,3.072276177
28.260299,3.55434,-8.15,2.649032321
28.367161,3.610228,-7.262,2.591854572
28.263891,3.555287,-9.434,2.446778021
28.364617,3.615861,-7.857,2.527522628
28.389307,3.599102,-6.644,2.661124105
28.277514,3.538969,-8.921,3.393906041
28.276392,3.536523,-7.911,4.940929701
28.285408,3.543461,-8.187,3.310259459
28.277421,3.543707,-6.756,3.056881987
28.276794,3.534991,-7.686,4.181360887
28.278258,3.535887,-8.412,4.425705878
28.282137,3.528372,-7.285,3.946147783
28.27932,3.538644,-6.015,2.996869584
28.281627,3.535803,-4.85,3.077210188
28.287379,3.545847,-6.646,2.786720751
28.274234,3.529722,-6.702,2.930381426
28.283028,3.54466,-8.337,2.915296764
28.285173,3.543152,-8.072,3.627631514
28.281903,3.542593,-8.404,3.09828556
28.270203,3.575472,-5.619,2.782524921
28.279154,3.536212,-5.208,2.883425328
28.265749,3.541311,-8.98,3.238649967
28.277357,3.537529,-5.882,2.694932298
28.23177,3.54966,-10.8,3.038108598
28.258906,3.560231,-7.912,3.125714658
28.278945,3.530069,-6.2,2.704924364
28.367952,3.616957,-9.061,2.89508206
28.372727,3.331787,-10.294,3.115399833
28.25712,3.557297,-7.419,2.553989066
28.269691,3.566753,-8.078,2.709901025
28.400518,3.604836,-8.292,2.72455191
28.276987,3.539239,-7.921,2.527947934
28.27718,3.535719,-9.272,2.818553526
28.380923,3.612599,-8.555,3.00322999
28.356307,3.618579,-6.911,2.820839129
28.435569,3.372101,-6.574,3.751585327
28.365755,3.584095,-4.593,3.679042122
28.265235,3.570552,-8.668,2.809405217
28.396891,3.341119,-3.216,3.370084936
28.285386,3.543793,-7.886,2.907560559
28.364213,3.62072,-8.473,2.970756536
28.277799,3.540658,-9.725,2.905944381
28.707382,3.67993,-14.671,3.850844865
28.257394,3.565556,-8.217,2.575484249
28.281136,3.542518,-9.357,3.371797397
28.371976,3.43645,-5.905,3.174323039
28.258788,3.561714,-7.25,2.708814591
28.267768,3.543348,-10.491,2.63054889
28.280877,3.536017,-5.592,2.670671274
28.368404,3.483248,-8.647,3.299235463
28.395961,3.341371,-7.713,2.71030985
28.286503,3.540365,-7.245,2.543267283
28.666821,3.645216,-19.892,4.644582903
28.25762,3.564711,-8.799,3.576082976
28.259918,3.572206,-8.65,2.658819177
28.370885,3.487711,-8.242,3.323279165
28.414377,3.576732,-9.176,3.003523153
28.276341,3.531427,-8.958,2.879450569
28.266844,3.564328,-7.136,2.97087242
28.239978,3.582293,-7.116,4.444248629
28.244878,3.575617,-10.553,3.391509625
28.241317,3.583558,-7.604,3.176754924
28.418763,3.373505,-8.406,3.319505561
28.270573,3.52965,-10.088,2.742481074
28.280712,3.538253,-9.139,3.012598853
28.26422,3.562608,-8.055,3.483238528
28.264226,3.566453,-7.66,2.906072335
28.29517,3.571004,-3.372,2.836183678
28.363864,3.58116,-4.447,3.546981547
28.36468,3.384157,-6.475,3.417423075
28.258841,3.561422,-9.115,2.986051345
28.274953,3.539825,-8.883,3.748234592
28.378125,3.518393,-11.122,2.864437656
28.389537,3.380336,-7.254,2.489344617
28.26214,3.561742,-9.031,3.134347954
28.374543,3.329279,-10.41,2.930276782
28.425283,3.379442,-5.649,2.925323474
28.37246,3.596298,-5.291,2.983517523
28.352918,3.613809,-8.642,2.799199878
28.386428,3.595841,-6.094,2.853062222
28.242537,3.582738,-8.225,3.630813437
28.366911,3.549082,-9.678,2.80771495
28.365828,3.619762,-8.846,2.51373592
28.407614,3.365546,-9.682,2.753236426
28.262976,3.559197,-9.189,3.461086061
28.373218,3.577397,-3.641,2.427963311
28.424785,3.3727,-7.513,2.659693661
28.247554,3.600004,-9.602,2.922150678
28.279858,3.530889,-6.031,2.746961357
28.363398,3.619292,-8.274,4.111520461
28.36538,3.620543,-8.466,3.323161269
28.363409,3.618086,-8.329,3.442287279
28.362697,3.620821,-8.844,3.408214612
28.361402,3.61861,-9.519,3.322435109
28.275872,3.539247,-8.788,2.670264289
28.367486,3.61823,-7.414,2.584794977
28.280602,3.54567,-5.095,2.546229237
28.405105,3.597812,-8.633,2.366679889
28.429401,3.383067,-7.352,2.63151589
28.368319,3.499461,-11.869,2.530275291
28.402342,3.39824,-9.842,2.635046652
28.37808,3.560637,-9.164,2.279986366
28.277342,3.538348,-5.53,2.59962686
28.275484,3.535546,-7.806,2.295317102
28.283782,3.538365,-8.686,2.848690603
28.378112,3.561161,-10.135,2.999182399
28.415825,3.389596,-8.158,2.536755188
28.275342,3.537923,-8.378,2.532615293
28.37716,3.610365,-10.223,2.770928611
28.283866,3.543561,-8.321,3.213820842
28.28221,3.536739,-9.681,2.462624358
28.26503,3.561735,-8.391,3.086300788
28.265423,3.563435,-8.011,3.377919906
28.268259,3.555667,-10.695,2.427779117
28.265486,3.563708,-8.955,2.477518809
28.365452,3.58187,-4.214,2.694247032
28.244557,3.558886,-10.057,2.677307726
28.26719,3.554059,-10.948,2.456910773
28.284479,3.544102,-8.588,2.172003092
28.429607,3.346916,-10.428,2.656969379
28.26081,3.56773,-8.826,2.341002415
28.262461,3.567565,-8.156,2.342079564
28.261585,3.567543,-8.118,2.461356176
28.262474,3.566701,-7.836,2.676830114
28.282219,3.542276,-10.072,2.644437846
28.254689,3.532664,-8.656,2.953986901
28.282702,3.534527,-8.863,2.738571515
28.354473,3.407834,-5.672,2.578200252
28.286797,3.546067,-8.029,2.414336499
28.267733,3.570477,-8.346,2.598451441
28.335894,3.453256,-10.761,2.888093646
28.365206,3.615514,-9.511,2.744673372
28.281352,3.532982,-9.966,2.458506682
28.258554,3.544349,-8.268,2.560312832
28.257515,3.535134,-9.004,2.443723273
28.422853,3.372911,-8.726,2.568349897
28.420862,3.370612,-9.892,3.293575568
28.42837,3.376187,-6.914,2.303452381
28.425212,3.368195,-8.822,2.794841871
28.426318,3.377728,-7.374,2.473778048
28.426827,3.366985,-8.398,2.726126606
28.432803,3.344289,-10.59,2.317611377
28.399566,3.609562,-4.824,2.543550318
28.419964,3.3614,-10.092,2.710316676
28.422353,3.361812,-10.052,2.861624975
28.247347,3.588938,-7.665,2.503749762
28.423183,3.364085,-9.6,2.112980421
28.403745,3.366736,-11.577,2.247673062
28.394138,3.603315,-4.25,2.444174247
28.386597,3.610442,-7.779,2.345935526
28.362683,3.388184,-10.308,2.792458792
28.339752,3.324517,-4.895,2.893227259
28.276605,3.546858,-8.285,3.086542762
28.276,3.540948,-8.221,3.167526207
28.285194,3.543783,-9.497,2.983720034
28.355453,3.597814,-9.73,2.53197873
28.267253,3.552862,-11.552,2.42574038
28.333778,3.450717,-12.902,2.427269416
28.341073,3.613499,-8.964,2.300887846
28.370995,3.331808,-9.269,2.17564789
28.377487,3.330511,-10.37,2.618006477
28.406398,3.595953,-6.274,2.56628634
28.410025,3.368924,-10.066,2.409959601
28.410719,3.369569,-10.193,2.400390436
28.279929,3.536524,-11.199,2.252993792
28.353309,3.398879,-6.5,2.642380695
28.707073,3.696753,-17.284,4.471978373
28.708559,3.705502,-18.234,4.524439487
28.402157,3.616458,-5.278,3.018694481
28.407482,3.563157,-6.932,2.656622323
28.3583,3.616902,-7.052,2.863015664
28.263133,3.551004,-11.169,2.811176352
28.276716,3.534246,-6.119,2.520604655
28.338891,3.450384,-11.383,2.572361987
28.68051,3.632832,-19.26,2.796190593
28.24765,3.563936,-9.901,2.358830797
28.659901,3.617295,-22.09,3.041476324
28.670845,3.612593,-22.159,2.758578066
28.403207,3.419469,-7.515,2.160626737
28.264684,3.564277,-7.858,2.40428054
28.373893,3.494498,-9.295,2.616651858
28.262852,3.559087,-8.312,2.218636821
28.399287,3.420117,-9.183,2.731146249
28.268109,3.565298,-7.257,2.922850571
28.367739,3.618142,-9.99,2.539626196
28.35702,3.619151,-7.931,2.706043617
28.355986,3.617336,-7.722,2.58436782
28.407783,3.572256,-9.132,2.812789442
28.337045,3.454238,-6.778,2.899723701
28.349182,3.323166,-6.516,2.480193909
28.37671,3.483686,-10.401,2.477914603
28.287282,3.538716,-10.137,2.699291349
28.290651,3.53842,-10.272,1.965426217
28.552181,3.329494,-12.023,3.123656633
28.550392,3.330226,-12.072,2.684632036
28.265077,3.564503,-7.769,2.436698073
28.282555,3.542116,-10.291,2.43363248
28.339675,3.456837,-9.047,3.263887277
28.357973,3.453327,-12.674,2.703605557
28.261869,3.562514,-7.894,3.118799279
28.275819,3.545728,-7.903,3.158809571
28.264618,3.562599,-7.426,3.083946483
28.42914,3.377176,-6.267,3.107947157
28.266911,3.570287,-10.123,3.170985731
28.384898,3.604376,-9.412,3.003895178
28.369224,3.354099,-5.942,3.187466247
28.276339,3.544727,-8.637,2.437164936
28.433397,3.37266,-6.531,2.637686112
28.263976,3.565481,-9.175,3.270978703
28.364003,3.497818,-10.935,2.752073769
28.363551,3.614429,-8.467,2.523342968
28.427866,3.355751,-9.026,2.770327765
28.264372,3.5439,-9.437,2.489852173
28.261737,3.532899,-6.503,2.398598136
28.264795,3.564226,-6.612,2.573545685
28.365528,3.510031,-10.64,3.075455394
28.259931,3.568437,-8.298,2.785438001
28.350436,3.418137,-8.085,2.943804627
28.260139,3.571729,-7.593,2.373800568
28.367417,3.615307,-7.621,2.961546606
28.239132,3.593167,-8.08,2.682717044
28.260032,3.567713,-7.662,2.155106751
28.371821,3.61448,-8.223,2.835952999
28.264713,3.562784,-6.717,2.482736907
28.265324,3.552456,-10.537,2.253431592
28.371772,3.619585,-7.241,2.352641211
28.351662,3.490178,-3.146,2.779236534
28.368441,3.50604,-4.907,2.397759054
28.242545,3.570302,-8.797,2.77153449
28.276726,3.538571,-7.878,3.028696608
28.2779,3.536251,-7.895,2.736435545
28.273391,3.536117,-8.902,2.852698764
28.266527,3.566248,-7.329,3.770546873
28.265289,3.566876,-8.028,3.036057654
28.264302,3.560596,-8.573,2.644867828
28.258143,3.560729,-7.988,2.260080877
28.404396,3.430156,-5.505,2.645704836
28.347942,3.39505,-7.907,2.367694292
28.365873,3.617293,-9.105,2.913600668
28.383276,3.59797,-9.074,2.675271335
28.264474,3.562115,-8.035,2.793627699
28.26551,3.562945,-7.38,2.767888631
28.363086,3.614231,-8.758,2.547258092
28.366717,3.619889,-8.881,2.778105425
28.357461,3.387155,-3.453,2.698080872
28.362778,3.623093,-9.053,2.824591631
28.366721,3.377786,-10.876,3.202752657
28.248847,3.5241,-8.372,2.753101026
28.359524,3.382918,-8.619,3.301599122
28.266864,3.563919,-7.997,2.921143054
28.267375,3.563357,-7.814,2.830027321
28.41174,3.398876,-8.526,2.65073917
28.341075,3.474345,-5.75,2.518047307
28.375684,3.372508,-10.813,2.70020595
28.37148,3.489449,-9.14,3.018014637
28.387741,3.625947,-7.622,2.70342786
28.369707,3.370148,-10.422,2.727344252
28.268217,3.56368,-6.757,2.443957047
28.275589,3.546745,-7.851,2.6439372
28.263104,3.564115,-10.319,2.252754482
28.361256,3.370608,-9.111,3.481581015
28.360583,3.371633,-7.632,2.95912266
28.364532,3.391854,-9.257,3.007004471
28.39192,3.576534,-6.062,2.751158035
28.280096,3.527621,-8.198,2.44153271
28.407165,3.426946,-12.113,3.529511283
28.337649,3.613174,-8.902,2.267647295
28.389099,3.601263,-6.534,2.721898416
28.387625,3.601333,-7.336,2.682771494
28.374611,3.363074,-11.351,3.089867744
28.3797,3.349843,-5.466,2.946649497
28.371045,3.355846,-12.439,3.037606384
28.366121,3.467516,-11.214,2.596492223
28.367761,3.394597,-8.866,2.63350257
28.366541,3.369276,-9.33,2.752678984
28.342215,3.45476,-9.087,3.251440288
28.339591,3.454809,-7.368,2.931469664
28.27419,3.530502,-10.499,2.931075975
28.381687,3.353136,-12.35,3.11903531
28.402668,3.61947,-6.86,2.803909829
28.400159,3.61911,-6.451,2.969258464
28.278064,3.525401,-9.27,2.966477661
28.278196,3.525696,-8.978,2.902354417
28.278988,3.526844,-9.288,3.420492299
28.093123,3.74312,-10.207,3.046743896
28.095862,3.742933,-10.551,3.075918885
28.095173,3.74392,-10.569,2.591056545
28.095029,3.743979,-10.294,2.839176718
28.094719,3.741148,-10.428,2.588940594
28.362386,3.620088,-8.727,2.413916928
28.358466,3.619246,-8.762,2.594556048
28.353232,3.625738,-9.503,2.763608244
28.341459,3.452535,-8.606,2.652976042
28.388943,3.602484,-6.013,2.432401498
28.09508,3.740969,-10.255,2.496174675
28.360349,3.625498,-9.06,3.348519657
28.400788,3.628012,-8.409,2.67361704
28.237672,3.563887,-8.775,3.44445068
28.354595,3.60771,-6.398,2.683200759
28.34118,3.451313,-9.047,2.765780453
28.33248,3.442375,-11.081,4.339565566
28.377269,3.611448,-8.609,2.920983825
28.384707,3.586592,-7.216,2.546736094
28.364514,3.371042,-10.919,2.615477323
28.362307,3.623963,-9.375,3.097561703
28.369046,3.376075,-10.883,2.493029373
28.346619,3.449696,-12.115,2.676389425
28.340763,3.453308,-11.241,2.669578824
28.361707,3.629872,-8.86,2.891309291
28.36466,3.377715,-10.367,2.880578369
28.338015,3.450799,-10.892,2.530743258
28.385068,3.601947,-8.515,2.815353596
28.267644,3.541743,-9.824,2.530844862
28.37086,3.364585,-8.106,2.923352903
28.362037,3.379019,-11.153,3.682277184
28.258928,3.564891,-9.574,3.792710272
28.258305,3.564998,-9.404,2.731058426
28.278512,3.536866,-6.166,2.731878864
28.361806,3.382843,-9.86,3.223130291
28.249191,3.615263,-9.382,3.669072723
28.259157,3.559742,-7.892,2.660118516
28.392893,3.344322,-8.676,4.163484231
28.393244,3.34725,-8.143,3.236079855
28.242154,3.57405,-8.801,2.806744845
28.361488,3.378985,-9.794,3.034169371
28.362529,3.393249,-11.038,2.536304617
28.365838,3.617195,-8.76,2.579320196
28.267681,3.556128,-10.881,2.924459057
28.363465,3.383842,-9.72,3.226585353
28.394543,3.340857,-8.661,3.754396204
28.398653,3.344517,-6.103,3.221912181
28.347725,3.462674,-3.169,3.237229971
28.256462,3.561737,-10.322,2.950781529
28.243845,3.579807,-10.991,2.446678405
28.354981,3.61399,-15.024,2.592223867
28.362358,3.365721,-7.234,2.907650108
28.31211,3.797831,-14.383,3.755137312
28.394605,3.342227,-8.419,3.149682625
28.363876,3.621237,-9.27,3.191509108
28.354824,3.614379,-14.444,2.72795531
28.364968,3.375156,-10.174,2.509564796
28.314074,3.800273,-12.551,2.847842982
28.362068,3.615915,-8.723,2.687844982
28.35159,3.614532,-15.728,2.433531332
28.21058,3.567616,-9.554,3.295607366
28.274426,3.534487,-5.68,3.421982868
28.40586,3.426283,-7.018,2.931934357
28.364782,3.628008,-5.88,3.106719293
28.374556,3.608848,-5.822,3.603708076
28.370698,3.607715,-9.255,3.198643853
28.364623,3.589651,-15.738,3.982145888
28.369295,3.598884,-12.183,3.091875392
28.354847,3.39663,-11.519,4.060177288
28.419338,3.38963,-6.368,3.230488051
